id,datetime,weekday,hour,minutes,day,month,year,day_period,seasson,acc_cause,meteo_condition,road_condition,nr_injured,nr_dead,nr_vehicles,lat,lon
280,2023-03-04 15:00:00,5,15,0,4,3,2023,Early Afternoon,Spring,Neacordarea priorității altor autovehicule,Timp senin,Uscată,2,0,2,230275.62127604,249902.59767558
281,2023-03-03 18:35:00,4,18,35,3,3,2023,Evening,Spring,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Timp senin,Uscată,1,0,1,146448.61474797,264891.28950541
282,2023-03-04 01:30:00,5,1,30,4,3,2023,Late Night,Spring,Neacordarea priorității pietonilor,Timp senin,Uscată,1,0,1,235592.15878147,211833.55388674
283,2023-03-03 00:36:00,4,0,36,3,3,2023,Late Night,Spring,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Timp senin,Uscată,1,0,1,233908.95077471,208816.82069819
284,2023-03-03 11:06:00,4,11,6,3,3,2023,Late Morning,Spring,Neacordarea priorității pietonilor,Timp senin,Umedă,1,0,1,234974.57167146,206892.36091295
285,2023-03-03 14:50:00,4,14,50,3,3,2023,Afternoon,Spring,Neacordarea priorității pietonilor,Timp senin,Uscată,1,0,1,237111.32275064,208337.47321235
286,2023-03-03 07:30:00,4,7,30,3,3,2023,Morning,Spring,Neacordarea priorității altor autovehicule,Timp senin,Uscată,1,0,3,228067.66080297,216371.18750275
287,2023-03-05 14:15:00,6,14,15,5,3,2023,Afternoon,Spring,Imprudența adolescenților (14-16 ani),Timp senin,Uscată,2,0,1,167167.53527406,261255.13264818
288,2023-03-03 08:20:00,4,8,20,3,3,2023,Morning,Spring,Nerespectarea semnalelor semaforului,Timp senin,Uscată,1,0,2,163884.80683914,291482.26637965
289,2023-03-06 18:08:00,0,18,8,6,3,2023,Evening,Spring,Traversare neregulamentară a drumului de către pietoni,Timp senin,Uscată,1,0,1,253820.8259876,241248.66387774
290,2023-03-06 14:15:00,0,14,15,6,3,2023,Afternoon,Spring,Neacordarea priorității pietonilor,Timp senin,Uscată,1,0,1,232561.47245025,205791.70251339
291,2023-03-06 21:35:00,0,21,35,6,3,2023,Late Evening,Spring,Neacordarea priorității altor autovehicule,Timp senin,Uscată,1,0,2,235572.36464082,209788.63064247
292,2023-03-07 10:51:00,1,10,51,7,3,2023,Late Morning,Spring,Nerespectarea distanței dintre vehicule,Timp senin,Uscată,1,0,2,229541.15447841,210894.3243936
293,2023-03-03 17:10:00,4,17,10,3,3,2023,Early Afternoon,Spring,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Timp senin,Uscată,1,0,1,245429.12567233,299133.22263746
294,2023-03-07 14:02:00,1,14,2,7,3,2023,Afternoon,Spring,Traversare neregulamentară a drumului de către pietoni,Timp senin,Uscată,1,0,1,233769.11346711,208677.08298509
295,2023-03-07 14:20:00,1,14,20,7,3,2023,Afternoon,Spring,Nerespectarea distanței dintre vehicule,Timp senin,Uscată,2,1,4,242001.04511614,200030.863445
296,2023-03-08 19:30:00,2,19,30,8,3,2023,Evening,Spring,Neacordarea priorității altor autovehicule,Timp senin,Uscată,1,0,2,252980.86318003,258894.86009641
297,2023-03-07 09:08:00,1,9,8,7,3,2023,Late Morning,Spring,Neacordarea priorității pietonilor,Timp senin,Uscată,2,0,1,155436.4559652,322172.5182573
298,2023-03-08 21:35:00,2,21,35,8,3,2023,Late Evening,Spring,Depășire neregulamentară,Timp senin,Uscată,1,0,1,242078.34547299,134698.76287953
299,2023-03-07 11:20:00,1,11,20,7,3,2023,Late Morning,Spring,Traversare neregulamentară a drumului de către pietoni,Timp senin,Uscată,1,0,1,193121.5231912,304942.09089595
300,2023-03-07 08:30:00,1,8,30,7,3,2023,Morning,Spring,Neacordarea priorității pietonilor,Timp senin,Uscată,1,0,1,218705.07790484,179385.17787703
301,2023-03-08 10:00:00,2,10,0,8,3,2023,Late Morning,Spring,Depășire neregulamentară,Timp senin,Uscată,1,0,1,242081.74777296,136333.8647398
302,2023-03-09 20:45:00,3,20,45,9,3,2023,Evening,Spring,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Timp senin,Uscată,1,0,1,248602.64100567,220011.61360243
303,2023-03-09 12:56:00,3,12,56,9,3,2023,Afternoon,Spring,Neacordarea priorității altor autovehicule,Timp senin,Uscată,1,0,2,229979.3793411,210055.63761703
304,2023-03-09 15:00:00,3,15,0,9,3,2023,Early Afternoon,Spring,Neacordarea priorității pietonilor,Timp senin,Uscată,1,0,1,235446.63012793,205720.86964386
305,2023-03-08 20:10:00,2,20,10,8,3,2023,Evening,Spring,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Timp senin,Uscată,2,0,1,139202.28540692,276022.55130924
306,2023-03-09 06:35:00,3,6,35,9,3,2023,Morning,Spring,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Înnourat,Uscată,1,0,1,159287.08868379,293316.88771703
307,2023-03-10 22:15:00,4,22,15,10,3,2023,Late Evening,Spring,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Înnourat,Uscată,1,0,2,173704.56921277,261046.46609798
308,2023-03-09 19:56:00,3,19,56,9,3,2023,Evening,Spring,"Neasigurarea la schimbarea benzii sau direcției de mers, viraj incorect",Timp senin,Uscată,1,0,2,268913.31137071,174909.86331014
309,2023-03-10 07:35:00,4,7,35,10,3,2023,Morning,Spring,Neacordarea priorității pietonilor,Timp senin,Uscată,1,0,1,235028.12066016,213763.57307113
310,2023-03-10 10:47:00,4,10,47,10,3,2023,Late Morning,Spring,Traversare neregulamentară a drumului de către pietoni,Timp senin,Uscată,1,0,1,233059.55894775,209575.87971571
311,2023-03-11 07:25:00,5,7,25,11,3,2023,Morning,Spring,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Înnourat,Umedă,0,1,1,218703.68124413,244637.692658
312,2023-03-11 15:30:00,5,15,30,11,3,2023,Early Afternoon,Spring,Nerespectarea distanței dintre vehicule,Timp senin,Uscată,1,0,2,225149.7250007,215618.68872216
313,2023-03-10 20:15:00,4,20,15,10,3,2023,Evening,Spring,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Înnourat,Uscată,1,0,1,280324.08488321,165150.20795073
314,2023-03-11 14:30:00,5,14,30,11,3,2023,Afternoon,Spring,Neacordarea priorității pietonilor,Timp senin,Uscată,1,0,1,232429.40469562,206540.9668379
315,2023-03-11 20:15:00,5,20,15,11,3,2023,Evening,Spring,Neacordarea priorității pietonilor,Timp senin,Uscată,1,0,1,229966.99375561,211762.45278073
316,2023-03-11 04:28:00,5,4,28,11,3,2023,Early Morning,Spring,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Înnourat,Uscată,2,0,1,274752.87586294,169768.02491965
317,2023-03-12 14:44:00,6,14,44,12,3,2023,Afternoon,Spring,Neacordarea priorității altor autovehicule,Timp senin,Uscată,1,0,2,247106.4221727,215067.7773195
318,2023-03-11 20:20:00,5,20,20,11,3,2023,Evening,Spring,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Înnourat,Umedă,1,0,1,158496.18277557,299345.82739561
319,2023-03-12 16:00:00,6,16,0,12,3,2023,Early Afternoon,Spring,Neacordarea priorității pietonilor,Timp senin,Uscată,1,0,1,232471.60832153,210464.5672808
320,2023-03-13 08:15:00,0,8,15,13,3,2023,Morning,Spring,Neacordarea priorității pietonilor,Timp senin,Uscată,1,0,1,240989.89317391,232917.55829919
321,2023-03-14 09:30:00,1,9,30,14,3,2023,Late Morning,Spring,Neacordarea priorității pietonilor,Timp senin,Uscată,1,0,1,232073.2251502,249974.61598184
322,2023-03-13 20:05:00,0,20,5,13,3,2023,Evening,Spring,Conducere imprudentă,Înnourat,Uscată,1,0,1,216024.05151399,108367.07529949
323,2023-03-14 16:26:00,1,16,26,14,3,2023,Early Afternoon,Spring,Neacordarea priorității altor autovehicule,Timp senin,Uscată,1,0,2,215100.61281002,203098.20980668
324,2023-03-13 08:15:00,0,8,15,13,3,2023,Morning,Spring,Alte abateri comise de conducătorii auto,Timp senin,Uscată,2,0,1,235641.86909602,217572.14792585
325,2023-03-13 11:57:00,0,11,57,13,3,2023,Late Morning,Spring,Neacordarea priorității pietonilor,Timp senin,Uscată,1,0,1,233422.94096876,210625.74401252
326,2023-03-14 08:30:00,1,8,30,14,3,2023,Morning,Spring,Traversare neregulamentară a drumului de către pietoni,Timp senin,Uscată,1,0,1,234131.58762867,209878.26990417
327,2023-03-13 18:26:00,0,18,26,13,3,2023,Evening,Spring,Neacordarea priorității pietonilor,Timp senin,Uscată,1,0,1,234364.22925097,210247.42291838
328,2023-03-14 07:50:00,1,7,50,14,3,2023,Morning,Spring,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Timp senin,Uscată,1,0,1,231326.39682943,211195.72280003
329,2023-03-13 13:40:00,0,13,40,13,3,2023,Afternoon,Spring,Neacordarea priorității pietonilor,Timp senin,Uscată,1,0,1,184852.1877942,85741.08763509
330,2023-03-14 15:30:00,1,15,30,14,3,2023,Early Afternoon,Spring,Neacordarea priorității altor autovehicule,Timp senin,Uscată,1,0,2,237546.89360019,214591.2349587
331,2023-03-15 15:00:00,2,15,0,15,3,2023,Early Afternoon,Spring,Neacordarea priorității pietonilor,Timp senin,Uscată,1,0,1,235884.71110344,216900.48874586
332,2023-03-14 18:00:00,1,18,0,14,3,2023,Evening,Spring,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Timp senin,Uscată,0,1,1,282036.49584361,192487.56178198
333,2023-03-15 18:43:00,2,18,43,15,3,2023,Evening,Spring,Neacordarea priorității pietonilor,Timp senin,Uscată,1,0,1,233252.63610075,204837.67154605
334,2023-03-15 12:50:00,2,12,50,15,3,2023,Afternoon,Spring,Conducere imprudentă,Timp senin,Uscată,1,0,1,240220.96735786,160254.71837556
335,2023-03-14 07:38:00,1,7,38,14,3,2023,Morning,Spring,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Timp senin,Uscată,1,0,1,192567.49151745,335332.52300372
336,2023-03-14 19:06:00,1,19,6,14,3,2023,Evening,Spring,Traversare neregulamentară a drumului de către pietoni,Înnourat,Uscată,1,0,1,147609.92084594,354729.68335992
337,2023-03-15 14:58:00,2,14,58,15,3,2023,Afternoon,Spring,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Timp senin,Uscată,1,0,1,183646.88253451,85642.41673693
338,2023-03-15 22:20:00,2,22,20,15,3,2023,Late Evening,Spring,"Stare de ebrietate alcoolică, adormire la volan",Timp senin,Uscată,2,0,2,105803.23704476,333003.77724376
339,2023-03-16 14:31:00,3,14,31,16,3,2023,Afternoon,Spring,Neacordarea priorității altor autovehicule,Timp senin,Uscată,1,0,2,234694.54695271,212674.53408194
340,2023-03-16 13:00:00,3,13,0,16,3,2023,Afternoon,Spring,"Neasigurarea la schimbarea benzii sau direcției de mers, viraj incorect",Timp senin,Uscată,1,0,1,228229.15026229,211840.86525876
341,2023-03-16 09:45:00,3,9,45,16,3,2023,Late Morning,Spring,Neacordarea priorității altor autovehicule,Timp senin,Uscată,1,0,2,151064.71741464,268603.892834
342,2023-03-18 13:40:00,5,13,40,18,3,2023,Afternoon,Spring,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Timp senin,Uscată,1,0,1,178875.77094629,313798.61620971
343,2023-03-19 22:45:00,6,22,45,19,3,2023,Late Evening,Spring,"Stare de ebrietate alcoolică, adormire la volan",Timp senin,Uscată,1,0,1,216402.54847747,184581.33642699
344,2023-03-20 19:25:00,0,19,25,20,3,2023,Evening,Spring,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Timp senin,Uscată,1,1,1,280235.91113687,165159.68343494
345,2023-03-20 08:35:00,0,8,35,20,3,2023,Morning,Spring,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Timp senin,Uscată,1,0,2,228161.64375721,212976.15407215
346,2023-03-17 08:00:00,4,8,0,17,3,2023,Morning,Spring,Neacordarea priorității pietonilor,Timp senin,Uscată,1,0,1,162451.74765539,291430.37561531
347,2023-03-17 01:20:00,4,1,20,17,3,2023,Late Night,Spring,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Timp senin,Uscată,3,0,1,161144.08567832,291096.42645794
348,2023-03-20 18:35:00,0,18,35,20,3,2023,Evening,Spring,Neacordarea priorității pietonilor,Timp senin,Uscată,1,0,1,235589.35782729,207541.74469161
349,2023-03-20 17:05:00,0,17,5,20,3,2023,Early Afternoon,Spring,Neacordarea priorității pietonilor,Timp senin,Uscată,1,0,1,192745.70934607,306086.79947965
350,2023-03-17 18:20:00,4,18,20,17,3,2023,Evening,Spring,Neacordarea priorității altor autovehicule,Timp senin,Uscată,1,0,2,231522.71955614,249646.42681936
351,2023-03-21 11:44:00,1,11,44,21,3,2023,Late Morning,Spring,Neacordarea priorității pietonilor,Timp senin,Uscată,1,0,1,234051.66563822,210547.17985093
352,2023-03-21 11:20:00,1,11,20,21,3,2023,Late Morning,Spring,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Timp senin,Uscată,1,0,2,157214.02570276,249495.63414869
353,2023-03-22 07:50:00,2,7,50,22,3,2023,Morning,Spring,"Stare de ebrietate alcoolică, adormire la volan",Timp senin,Uscată,1,0,1,182345.73822839,102304.41993606
354,2023-03-17 16:41:00,4,16,41,17,3,2023,Early Afternoon,Spring,Neacordarea priorității pietonilor,Timp senin,Uscată,1,0,1,162005.20151648,294123.51358347
355,2023-03-22 12:54:00,2,12,54,22,3,2023,Afternoon,Spring,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Timp senin,Uscată,1,0,1,229674.07421417,206133.46847946
356,2023-03-23 07:01:00,3,7,1,23,3,2023,Morning,Spring,Nerespectarea distanței dintre vehicule,Timp senin,Uscată,1,0,2,229305.27971015,209695.89787233
357,2023-03-22 15:47:00,2,15,47,22,3,2023,Early Afternoon,Spring,Neacordarea priorității pietonilor,Timp senin,Uscată,1,0,1,246242.41485606,214244.99817523
358,2023-03-23 08:58:00,3,8,58,23,3,2023,Morning,Spring,Alte abateri comise de pietoni,Timp senin,Uscată,1,0,1,230811.42033669,210626.17287328
359,2023-03-22 20:23:00,2,20,23,22,3,2023,Evening,Spring,Nerespectarea distanței dintre vehicule,Timp senin,Uscată,1,0,2,231040.31640305,211264.86379719
360,2023-03-23 21:58:00,3,21,58,23,3,2023,Late Evening,Spring,Neacordarea priorității pietonilor,Timp senin,Uscată,1,0,1,231939.53752534,206251.61818131
361,2023-03-22 22:54:00,2,22,54,22,3,2023,Late Evening,Spring,Depășire neregulamentară,Timp senin,Uscată,0,1,1,197721.01987089,216020.89696266
362,2023-03-23 12:23:00,3,12,23,23,3,2023,Afternoon,Spring,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Timp senin,Uscată,1,0,2,236166.45471715,220222.70960182
363,2023-03-22 16:11:00,2,16,11,22,3,2023,Early Afternoon,Spring,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Timp senin,Uscată,1,0,2,232877.83998317,209755.40164869
364,2023-03-22 19:30:00,2,19,30,22,3,2023,Evening,Spring,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Timp senin,Uscată,1,0,1,147633.05864621,314379.98613042
365,2023-03-22 14:00:00,2,14,0,22,3,2023,Afternoon,Spring,Neacordarea priorității altor autovehicule,Timp senin,Uscată,1,0,2,193153.82744264,336945.50490343
366,2023-03-22 10:17:00,2,10,17,22,3,2023,Late Morning,Spring,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Timp senin,Uscată,1,0,1,182243.33680651,112184.47654919
367,2023-03-23 17:00:00,3,17,0,23,3,2023,Early Afternoon,Spring,Conducere imprudentă,Timp senin,Uscată,1,0,2,155989.76713534,365915.91912548
368,2023-03-24 12:22:00,4,12,22,24,3,2023,Afternoon,Spring,Neacordarea priorității pietonilor,Timp senin,Uscată,1,0,1,235387.48831011,205358.4509929
369,2023-03-25 09:25:00,5,9,25,25,3,2023,Late Morning,Spring,"Neasigurarea la schimbarea benzii sau direcției de mers, viraj incorect",Timp senin,Uscată,1,0,2,216048.63726654,187301.16648709
370,2023-03-24 18:10:00,4,18,10,24,3,2023,Evening,Spring,Neacordarea priorității pietonilor,Timp senin,Uscată,1,0,1,237385.81186478,212546.01123992
371,2023-03-25 20:50:00,5,20,50,25,3,2023,Evening,Spring,"Stare de ebrietate alcoolică, adormire la volan",Timp senin,Uscată,1,0,1,234593.66345731,203477.89072233
372,2023-03-24 15:30:00,4,15,30,24,3,2023,Early Afternoon,Spring,Neacordarea priorității pietonilor,Timp senin,Uscată,0,1,1,237255.43842715,211487.64483259
373,2023-03-24 16:59:00,4,16,59,24,3,2023,Early Afternoon,Spring,Neacordarea priorității pietonilor,Timp senin,Uscată,1,0,1,231037.33321247,206804.45368198
374,2023-03-24 15:30:00,4,15,30,24,3,2023,Early Afternoon,Spring,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Timp senin,Uscată,1,0,1,208756.95846972,274131.17416726
375,2023-03-25 22:00:00,5,22,0,25,3,2023,Late Evening,Spring,"Stare de ebrietate alcoolică, adormire la volan",Timp senin,Uscată,1,0,1,114751.89927271,343269.32094287
376,2023-03-25 13:45:00,5,13,45,25,3,2023,Afternoon,Spring,Neacordarea priorității pietonilor,Timp senin,Uscată,1,0,1,181000.06027771,121616.02227955
377,2023-03-24 19:30:00,4,19,30,24,3,2023,Evening,Spring,Traversare neregulamentară a drumului de către pietoni,Timp senin,Uscată,1,0,1,203079.60096473,258132.20331133
378,2023-03-25 15:33:00,5,15,33,25,3,2023,Early Afternoon,Spring,Neacordarea priorității altor autovehicule,Înnourat,Uscată,1,0,2,245015.20409293,214786.00049947
379,2023-03-26 18:20:00,6,18,20,26,3,2023,Evening,Spring,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Timp senin,Uscată,1,0,1,270377.82829955,173589.78781259
380,2023-03-24 22:00:00,4,22,0,24,3,2023,Late Evening,Spring,Alte abateri comise de conducătorii auto,Timp senin,Uscată,1,0,1,179817.35415198,224987.63555331
381,2023-03-26 20:15:00,6,20,15,26,3,2023,Evening,Spring,Depășire neregulamentară,Înnourat,Uscată,1,0,2,227746.94007389,158058.07156228
382,2023-03-27 13:38:00,0,13,38,27,3,2023,Afternoon,Spring,Traversare neregulamentară a drumului de către pietoni,Timp senin,Uscată,1,0,1,234533.20492456,210557.88724083
383,2023-03-24 17:50:00,4,17,50,24,3,2023,Early Afternoon,Spring,"Neasigurarea la schimbarea benzii sau direcției de mers, viraj incorect",Timp senin,Uscată,1,0,2,118878.0920645,337978.41035212
384,2023-03-27 14:05:00,0,14,5,27,3,2023,Afternoon,Spring,Neacordarea priorității altor autovehicule,Timp senin,Uscată,1,0,2,236382.04711394,205172.93840721
385,2023-03-28 06:56:00,1,6,56,28,3,2023,Morning,Spring,Neacordarea priorității pietonilor,Înnourat,Umedă,1,0,1,237683.83415563,198090.98975847
386,2023-03-27 07:30:00,0,7,30,27,3,2023,Morning,Spring,"Stare de oboseală avansată, adormire la volan",Timp senin,Uscată,2,0,1,204673.58272598,268703.4456602
387,2023-03-28 07:30:00,1,7,30,28,3,2023,Morning,Spring,Neacordarea priorității pietonilor,Ploaie,Umedă,1,0,1,233288.03157994,207484.46338357
388,2023-03-29 16:46:00,2,16,46,29,3,2023,Early Afternoon,Spring,Neacordarea priorității pietonilor,Timp senin,Uscată,1,0,1,233890.92494328,208404.0440362
389,2023-03-29 20:13:00,2,20,13,29,3,2023,Evening,Spring,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Timp senin,Uscată,1,0,1,233840.91869323,208793.1799741
390,2023-03-28 15:59:00,1,15,59,28,3,2023,Early Afternoon,Spring,Neacordarea priorității pietonilor,Timp senin,Umedă,1,0,1,231689.07118472,209824.06223386
391,2023-03-29 10:30:00,2,10,30,29,3,2023,Late Morning,Spring,Depășire neregulamentară,Timp senin,Uscată,1,0,2,149662.37717391,269751.61778429
392,2023-03-28 14:20:00,1,14,20,28,3,2023,Afternoon,Spring,Conducere imprudentă,Timp senin,Uscată,1,0,1,157289.72370705,308679.90946475
393,2023-03-30 16:40:00,3,16,40,30,3,2023,Early Afternoon,Spring,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Timp senin,Uscată,1,0,2,233744.63810484,211553.00208696
394,2023-03-31 17:15:00,4,17,15,31,3,2023,Early Afternoon,Spring,Neacordarea priorității altor autovehicule,Timp senin,Umedă,1,0,2,233882.42725983,210769.74194286
395,2023-03-30 13:20:00,3,13,20,30,3,2023,Afternoon,Spring,"Neasigurarea la schimbarea benzii sau direcției de mers, viraj incorect",Timp senin,Uscată,1,0,4,234947.74206177,211565.6618971
396,2023-03-30 16:15:00,3,16,15,30,3,2023,Early Afternoon,Spring,Nerespectarea distanței dintre vehicule,Timp senin,Uscată,1,0,2,186210.64034008,336671.76944164
397,2023-04-01 10:05:00,5,10,5,1,4,2023,Late Morning,Spring,"Neasigurarea la schimbarea benzii sau direcției de mers, viraj incorect",Înnourat,Uscată,1,0,2,254176.30805198,246202.86721306
398,2023-04-02 11:55:00,6,11,55,2,4,2023,Late Morning,Spring,"Stare de ebrietate alcoolică, adormire la volan",Timp senin,Uscată,1,0,1,77372.59575417,349407.78039865
399,2023-04-02 07:50:00,6,7,50,2,4,2023,Morning,Spring,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Înnourat,Umedă,2,1,2,236747.68891611,206073.75631841
400,2023-04-01 09:50:00,5,9,50,1,4,2023,Late Morning,Spring,Traversare neregulamentară a drumului de către pietoni,Timp senin,Uscată,1,0,1,229534.93710115,210239.40606079
401,2023-04-02 19:57:00,6,19,57,2,4,2023,Evening,Spring,Neacordarea priorității pietonilor,Înnourat,Umedă,1,0,1,234966.62827403,207388.04426541
402,2023-04-02 20:40:00,6,20,40,2,4,2023,Evening,Spring,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Ploaie,Umedă,0,1,1,108401.14096755,341399.16379434
403,2023-04-01 09:00:00,5,9,0,1,4,2023,Late Morning,Spring,Conducere imprudentă,Timp senin,Uscată,1,0,1,186723.25715231,225475.69856054
404,2023-04-01 07:50:00,5,7,50,1,4,2023,Morning,Spring,Neacordarea priorității altor autovehicule,Timp senin,Uscată,1,0,2,180738.52066324,221978.85796873
405,2023-04-03 03:41:00,0,3,41,3,4,2023,Early Morning,Spring,"Stare de ebrietate alcoolică, adormire la volan",Ploaie,Uscată,2,1,1,234636.3988259,209484.33827648
406,2023-04-03 06:48:00,0,6,48,3,4,2023,Morning,Spring,Neacordarea priorității pietonilor,Ploaie,Umedă,1,0,1,230306.20204591,211557.23051141
407,2023-04-04 16:15:00,1,16,15,4,4,2023,Early Afternoon,Spring,Neacordarea priorității pietonilor,Timp senin,Uscată,1,0,1,296606.16698424,153969.09191817
408,2023-04-03 11:31:00,0,11,31,3,4,2023,Late Morning,Spring,Neacordarea priorității altor autovehicule,Ploaie,Umedă,1,0,3,234125.46662407,209037.77082488
409,2023-04-03 11:31:00,0,11,31,3,4,2023,Late Morning,Spring,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Timp senin,Uscată,1,0,2,234975.98109181,211956.32353351
410,2023-04-03 12:19:00,0,12,19,3,4,2023,Afternoon,Spring,Neacordarea priorității altor autovehicule,Ploaie,Umedă,1,0,2,162228.3436958,291849.7504958
411,2023-04-04 18:50:00,1,18,50,4,4,2023,Evening,Spring,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Ninsoare,Zăpadă,2,0,2,168006.66847863,288072.05548822
412,2023-04-04 11:30:00,1,11,30,4,4,2023,Late Morning,Spring,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Timp senin,Uscată,1,0,2,132395.44030754,363695.45201991
413,2023-04-03 13:15:00,0,13,15,3,4,2023,Afternoon,Spring,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Înnourat,Umedă,3,0,1,127748.41140376,354446.85762518
414,2023-04-05 05:50:00,2,5,50,5,4,2023,Early Morning,Spring,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Lapoviță,"Zăpadă presată, tratată cu material anti derapant",1,0,1,102853.50394928,358610.9375616
415,2023-04-05 11:18:00,2,11,18,5,4,2023,Late Morning,Spring,Neacordarea priorității pietonilor,Ploaie,Umedă,1,0,1,228043.35720183,211864.81866208
416,2023-04-06 15:20:00,3,15,20,6,4,2023,Early Afternoon,Spring,Nerespectarea distanței dintre vehicule,Înnourat,Umedă,1,0,2,232065.65692764,249141.33527264
417,2023-04-05 06:40:00,2,6,40,5,4,2023,Morning,Spring,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Ploaie,"Ghețuș, prelucrat cu material antiderapant",1,0,2,168425.61051269,349451.46746327
418,2023-04-05 12:50:00,2,12,50,5,4,2023,Afternoon,Spring,Depășire neregulamentară,Lapoviță,Umedă,1,1,3,190057.35976504,216224.19759532
419,2023-04-06 09:35:00,3,9,35,6,4,2023,Late Morning,Spring,Conducere imprudentă,Ploaie,Umedă,1,0,1,134590.00679303,293111.81081434
420,2023-04-05 22:44:00,2,22,44,5,4,2023,Late Evening,Spring,Neacordarea priorității pietonilor,Înnourat,Umedă,1,0,1,229803.20043054,209605.91008858
421,2023-04-05 15:25:00,2,15,25,5,4,2023,Early Afternoon,Spring,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Lapoviță,Zăpadă,1,0,1,174412.3488116,209375.52415084
422,2023-04-06 10:35:00,3,10,35,6,4,2023,Late Morning,Spring,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Timp senin,Uscată,1,0,1,188330.64528457,302059.48747492
423,2023-04-05 14:40:00,2,14,40,5,4,2023,Afternoon,Spring,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Timp senin,Uscată,1,0,1,184451.69882183,85633.07402477
424,2023-04-05 07:50:00,2,7,50,5,4,2023,Morning,Spring,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Lapoviță,Zăpadă,2,0,1,173612.10895358,266661.35054734
425,2023-04-08 09:05:00,5,9,5,8,4,2023,Late Morning,Spring,Neacordarea priorității pietonilor,Timp senin,Uscată,1,0,1,233951.18375737,206118.36057138
426,2023-04-08 21:34:00,5,21,34,8,4,2023,Late Evening,Spring,Neacordarea priorității altor autovehicule,Timp senin,Uscată,1,0,6,227787.93379826,211314.04238515
427,2023-04-07 03:30:00,4,3,30,7,4,2023,Early Morning,Spring,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Înnourat,Umedă,0,1,1,218734.61883688,273105.45910225
428,2023-04-08 15:10:00,5,15,10,8,4,2023,Early Afternoon,Spring,Traversare neregulamentară a drumului de către pietoni,Timp senin,Uscată,1,0,1,237397.66377592,197074.68087939
429,2023-04-07 15:10:00,4,15,10,7,4,2023,Early Afternoon,Spring,Neacordarea priorității pietonilor,Timp senin,Umedă,1,0,1,233780.94385223,213886.15279185
430,2023-04-08 20:15:00,5,20,15,8,4,2023,Evening,Spring,Depășire neregulamentară,Timp senin,Uscată,1,0,4,159582.22660403,288770.98501588
431,2023-04-07 11:51:00,4,11,51,7,4,2023,Late Morning,Spring,"Stare de oboseală avansată, adormire la volan",Înnourat,Uscată,1,0,1,172717.2837078,270260.58090664
432,2023-04-08 09:30:00,5,9,30,8,4,2023,Late Morning,Spring,Defecțiuni tehnice privind starea pneurilor,Timp senin,Uscată,1,0,1,156942.6858679,317551.24505773
433,2023-04-07 22:30:00,4,22,30,7,4,2023,Late Evening,Spring,"Neasigurarea la schimbarea benzii sau direcției de mers, viraj incorect",Ploaie,Umedă,1,0,1,265735.84748681,183620.05928969
434,2023-04-08 20:59:00,5,20,59,8,4,2023,Evening,Spring,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Timp senin,Uscată,1,0,2,207804.20154478,211105.00432416
