id,datetime,weekday,hour,minutes,day,month,year,day_period,seasson,acc_cause,meteo_condition,road_condition,nr_injured,nr_dead,nr_vehicles,lat,lon
799,2023-06-13 09:03:00,1,9,3,13,6,2023,Late Morning,Summer,Conducere imprudentă,Timp senin,Uscată,1,0,1,215646.07378549,265623.47244353
800,2023-06-14 18:38:00,2,18,38,14,6,2023,Evening,Summer,Traversare neregulamentară a drumului de către pietoni,Timp senin,Uscată,1,0,1,229283.0956744,213473.30364034
801,2023-06-14 10:00:00,2,10,0,14,6,2023,Late Morning,Summer,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Timp senin,Uscată,0,1,1,222466.76754245,246477.428674
802,2023-06-14 08:50:00,2,8,50,14,6,2023,Morning,Summer,Depășire neregulamentară,Timp senin,Uscată,1,0,2,214615.78628444,187701.03486406
803,2023-06-15 20:20:00,3,20,20,15,6,2023,Evening,Summer,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Timp senin,Uscată,1,0,1,189748.39250908,106444.45040618
804,2023-06-15 12:59:00,3,12,59,15,6,2023,Afternoon,Summer,Traversare neregulamentară a drumului de către pietoni,Timp senin,Uscată,1,0,1,233919.58786663,206235.09738296
805,2023-06-15 19:30:00,3,19,30,15,6,2023,Evening,Summer,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Timp senin,Uscată,1,0,1,186731.1503185,319501.83343598
806,2023-06-15 19:10:00,3,19,10,15,6,2023,Evening,Summer,Neacordarea priorității altor autovehicule,Timp senin,Uscată,9,1,2,221969.64222711,218871.65445889
807,2023-05-15 11:55:00,0,11,55,15,5,2023,Late Morning,Spring,Neacordarea priorității pietonilor,Timp senin,Uscată,1,0,1,181709.05468604,97222.32308481
808,2023-06-15 21:30:00,3,21,30,15,6,2023,Late Evening,Summer,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Timp senin,Uscată,1,0,1,186062.02929986,250955.47597599
809,2023-06-15 09:50:00,3,9,50,15,6,2023,Late Morning,Summer,Neacordarea priorității pietonilor,Timp senin,Uscată,1,0,1,178223.89019774,278111.35153738
810,2023-06-16 14:14:00,4,14,14,16,6,2023,Afternoon,Summer,Neacordarea priorității pietonilor,Timp senin,Uscată,1,0,1,235455.05119361,213652.69990914
811,2023-06-16 15:55:00,4,15,55,16,6,2023,Early Afternoon,Summer,"Neasigurarea la schimbarea benzii sau direcției de mers, viraj incorect",Timp senin,Uscată,1,0,2,252417.82881916,197426.79249557
812,2023-06-16 14:57:00,4,14,57,16,6,2023,Afternoon,Summer,Nerespectarea distanței dintre vehicule,Timp senin,Uscată,1,0,2,233309.88504967,210433.57688384
813,2023-06-16 17:37:00,4,17,37,16,6,2023,Early Afternoon,Summer,Traversare neregulamentară a drumului de către pietoni,Timp senin,Uscată,1,0,1,233749.62255012,208661.03391328
814,2023-06-16 18:09:00,4,18,9,16,6,2023,Evening,Summer,Neacordarea priorității altor autovehicule,Timp senin,Uscată,1,0,2,231568.59598539,211019.26516568
815,2023-06-16 21:32:00,4,21,32,16,6,2023,Late Evening,Summer,Neacordarea priorității pietonilor,Timp senin,Uscată,1,0,1,236759.91942819,212499.21204219
816,2023-06-16 23:00:00,4,23,0,16,6,2023,Late Evening,Summer,Neacordarea priorității altor autovehicule,Timp senin,Uscată,1,0,2,237400.87255384,211187.14329085
817,2023-06-16 23:20:00,4,23,20,16,6,2023,Late Evening,Summer,Abateri comise de pasager,Timp senin,Uscată,1,0,1,170566.21957039,285029.25239321
818,2023-06-17 15:53:00,5,15,53,17,6,2023,Early Afternoon,Summer,Neacordarea priorității pietonilor,Timp senin,Uscată,1,0,1,235042.06853336,212234.00752322
819,2023-06-17 17:09:00,5,17,9,17,6,2023,Early Afternoon,Summer,Neacordarea priorității pietonilor,Timp senin,Uscată,1,0,1,232840.50095097,209759.07846961
820,2023-06-17 22:45:00,5,22,45,17,6,2023,Late Evening,Summer,Neacordarea priorității pietonilor,Timp senin,Uscată,1,0,1,235483.2234631,206131.90244162
821,2023-06-17 16:20:00,5,16,20,17,6,2023,Early Afternoon,Summer,Depășire neregulamentară,Timp senin,Uscată,1,0,2,189764.61039305,305864.98355926
822,2023-06-17 23:45:00,5,23,45,17,6,2023,Late Evening,Summer,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Timp senin,Uscată,2,0,1,211164.50728988,309387.64606285
823,2023-06-18 11:10:00,6,11,10,18,6,2023,Late Morning,Summer,Conducere imprudentă,Timp senin,Uscată,1,0,1,259535.23546421,203685.94283005
824,2023-06-18 14:04:00,6,14,4,18,6,2023,Afternoon,Summer,Nerespectarea distanței dintre vehicule,Timp senin,Uscată,1,0,2,234743.04950142,214480.34752856
825,2023-06-18 23:35:00,6,23,35,18,6,2023,Late Evening,Summer,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Timp senin,Uscată,1,0,1,230030.75418412,211591.29596311
826,2023-06-18 21:38:00,6,21,38,18,6,2023,Late Evening,Summer,Circulație pe stînga,Timp senin,Uscată,1,0,2,219809.23854869,97529.02397177
827,2023-06-18 06:15:00,6,6,15,18,6,2023,Morning,Summer,"Stare de ebrietate alcoolică, adormire la volan",Timp senin,Uscată,1,0,1,214388.71979316,167773.51779342
828,2023-06-19 15:45:00,0,15,45,19,6,2023,Early Afternoon,Summer,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Timp senin,Uscată,1,0,1,229192.95105826,210499.492837
829,2023-06-20 17:52:00,1,17,52,20,6,2023,Early Afternoon,Summer,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Timp senin,Uscată,1,0,2,233362.91668752,211716.90690074
830,2023-06-20 14:45:00,1,14,45,20,6,2023,Afternoon,Summer,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Timp senin,Uscată,1,0,1,236091.2338778,108608.58335807
831,2023-06-21 08:57:00,2,8,57,21,6,2023,Morning,Summer,Depășire neregulamentară,Timp senin,Uscată,3,1,2,232253.93472005,168996.41025144
832,2023-06-21 08:00:00,2,8,0,21,6,2023,Morning,Summer,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Timp senin,Uscată,1,0,1,236992.62222488,208429.11654166
833,2023-06-21 13:41:00,2,13,41,21,6,2023,Afternoon,Summer,Neacordarea priorității altor autovehicule,Timp senin,Uscată,1,0,3,237253.36910015,205295.78841346
834,2023-06-21 13:00:00,2,13,0,21,6,2023,Afternoon,Summer,"Stare de ebrietate alcoolică, adormire la volan",Timp senin,Uscată,1,0,2,175901.65341257,296743.72600673
835,2023-06-21 20:30:00,2,20,30,21,6,2023,Evening,Summer,Depășire neregulamentară,Timp senin,Uscată,1,0,2,186968.11592386,319430.29165487
836,2023-06-21 19:00:00,2,19,0,21,6,2023,Evening,Summer,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Timp senin,Uscată,1,0,1,255683.05349394,216610.2978
837,2023-06-22 08:20:00,3,8,20,22,6,2023,Morning,Summer,Neacordarea priorității altor autovehicule,Timp senin,Uscată,1,0,2,232541.66909534,210084.48216834
838,2023-06-23 22:35:00,4,22,35,23,6,2023,Late Evening,Summer,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Timp senin,Uscată,0,2,2,153848.89714008,250264.50408433
839,2023-06-23 11:43:00,4,11,43,23,6,2023,Late Morning,Summer,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Timp senin,Uscată,1,0,1,225770.58471343,215318.07279868
840,2023-06-23 15:33:00,4,15,33,23,6,2023,Early Afternoon,Summer,Traversare neregulamentară a drumului de către pietoni,Timp senin,Uscată,1,0,1,236211.57222408,205348.57278851
841,2023-06-23 15:45:00,4,15,45,23,6,2023,Early Afternoon,Summer,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Timp senin,Uscată,2,0,2,234331.17847217,208557.70404179
842,2023-06-23 18:30:00,4,18,30,23,6,2023,Evening,Summer,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Timp senin,Uscată,1,0,1,228175.64721589,215076.77279844
843,2023-06-23 23:18:00,4,23,18,23,6,2023,Late Evening,Summer,Neacordarea priorității pietonilor,Timp senin,Uscată,1,0,1,242613.95973061,199404.17903245
844,2023-06-23 11:50:00,4,11,50,23,6,2023,Late Morning,Summer,Defecțiuni tehnice la mecanismul de direcție al autovehiculului,Timp senin,Uscată,1,0,1,254084.44099231,220590.16030406
845,2023-06-23 15:20:00,4,15,20,23,6,2023,Early Afternoon,Summer,"Stare de ebrietate alcoolică, adormire la volan",Timp senin,Uscată,0,1,1,233509.25034633,102401.18205852
846,2023-06-24 19:45:00,5,19,45,24,6,2023,Evening,Summer,Traversare neregulamentară a drumului de către pietoni,Timp senin,Uscată,1,0,1,228201.89293924,229933.29859421
847,2023-06-24 01:00:00,5,1,0,24,6,2023,Late Night,Summer,Traversare neregulamentară a drumului de către pietoni,Timp senin,Uscată,1,0,1,229695.08591965,256452.87400329
848,2023-06-24 06:18:00,5,6,18,24,6,2023,Morning,Summer,Neacordarea priorității pietonilor,Timp senin,Uscată,1,0,1,232079.01482834,207583.81965657
849,2023-06-24 16:55:00,5,16,55,24,6,2023,Early Afternoon,Summer,Neacordarea priorității altor autovehicule,Timp senin,Uscată,1,0,2,234965.68514378,206828.07043705
850,2023-06-25 18:30:00,6,18,30,25,6,2023,Evening,Summer,Conducere imprudentă,Timp senin,Uscată,1,0,1,268912.7851784,202653.14387029
851,2023-06-25 00:30:00,6,0,30,25,6,2023,Late Night,Summer,"Stare de oboseală avansată, adormire la volan",Timp senin,Uscată,1,0,1,213677.38245175,76185.84504263
852,2023-06-25 17:25:00,6,17,25,25,6,2023,Early Afternoon,Summer,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Timp senin,Uscată,1,0,1,237708.16372626,283997.1358796
853,2023-06-25 18:00:00,6,18,0,25,6,2023,Evening,Summer,"Stare de ebrietate alcoolică, adormire la volan",Timp senin,Uscată,1,0,1,309032.95129901,148541.31699145
854,2023-06-26 19:58:00,0,19,58,26,6,2023,Evening,Summer,Depășire neregulamentară,Timp senin,Uscată,3,0,3,229196.41362437,237399.8922651
855,2023-06-04 18:38:00,6,18,38,4,6,2023,Evening,Summer,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Timp senin,Uscată,1,0,1,164786.23035553,291824.1610218
856,2023-06-02 18:52:00,4,18,52,2,6,2023,Evening,Summer,Nerespectarea distanței dintre vehicule,Timp senin,Uscată,2,0,2,171612.57903646,283316.79283036
857,2023-06-11 02:10:00,6,2,10,11,6,2023,Late Night,Summer,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Timp senin,Uscată,1,0,1,130860.70916661,327797.16762575
858,2023-06-15 02:35:00,3,2,35,15,6,2023,Late Night,Summer,"Stare de ebrietate alcoolică, adormire la volan",Timp senin,Uscată,3,0,2,120480.59829831,336237.77398065
859,2023-06-20 15:15:00,1,15,15,20,6,2023,Early Afternoon,Summer,"Neasigurarea la schimbarea benzii sau direcției de mers, viraj incorect",Timp senin,Uscată,0,1,1,201794.82885003,224709.74730436
860,2023-06-26 18:45:00,0,18,45,26,6,2023,Evening,Summer,Conducere imprudentă,Timp senin,Uscată,1,0,1,164568.62027404,291631.3282912
861,2023-05-17 16:00:00,2,16,0,17,5,2023,Early Afternoon,Spring,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Timp senin,Uscată,1,0,1,203553.84048335,81554.70092392
862,2023-06-19 09:04:00,0,9,4,19,6,2023,Late Morning,Summer,Neacordarea priorității pietonilor,Timp senin,Uscată,1,0,1,228309.78405447,201336.33604524
863,2023-06-16 07:50:00,4,7,50,16,6,2023,Morning,Summer,Neacordarea priorității altor autovehicule,Timp senin,Uscată,2,0,2,206512.04806583,61925.48287499
864,2023-06-28 04:50:00,2,4,50,28,6,2023,Early Morning,Summer,"Stare de oboseală avansată, adormire la volan",Timp senin,Uscată,1,0,1,91517.61591727,351421.6111
865,2023-06-27 10:35:00,1,10,35,27,6,2023,Late Morning,Summer,Neacordarea priorității pietonilor,Timp senin,Uscată,1,0,1,235330.67973587,211352.98849616
866,2023-06-27 11:30:00,1,11,30,27,6,2023,Late Morning,Summer,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Timp senin,Uscată,1,0,1,231999.4598106,209942.37692245
867,2023-06-25 19:40:00,6,19,40,25,6,2023,Evening,Summer,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Timp senin,Uscată,1,1,1,211873.669794,189165.1467936
868,2023-06-24 21:10:00,5,21,10,24,6,2023,Late Evening,Summer,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Timp senin,Uscată,2,0,1,203547.44533079,61523.97669153
869,2023-06-21 11:15:00,2,11,15,21,6,2023,Late Morning,Summer,Nerespectarea distanței dintre vehicule,Timp senin,Uscată,1,0,2,164243.1281032,291575.54723868
870,2023-06-16 04:48:00,4,4,48,16,6,2023,Early Morning,Summer,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Timp senin,Uscată,1,0,1,123080.2452487,315316.41132541
871,2023-05-17 20:55:00,2,20,55,17,5,2023,Evening,Spring,"Stare de ebrietate alcoolică, adormire la volan",Timp senin,Uscată,1,0,2,199507.65470168,60288.5048152
872,2023-06-27 21:40:00,1,21,40,27,6,2023,Late Evening,Summer,Conducere imprudentă,Timp senin,Uscată,1,0,1,237166.33107469,212152.00737405
873,2023-06-28 08:19:00,2,8,19,28,6,2023,Morning,Summer,"Neasigurarea la schimbarea benzii sau direcției de mers, viraj incorect",Timp senin,Uscată,1,0,2,237351.74864217,204756.3679486
874,2023-06-28 09:02:00,2,9,2,28,6,2023,Late Morning,Summer,Neacordarea priorității altor autovehicule,Timp senin,Uscată,1,0,2,233680.66308444,212477.27292661
875,2023-06-28 16:12:00,2,16,12,28,6,2023,Early Afternoon,Summer,Traversare neregulamentară a drumului de către pietoni,Timp senin,Uscată,1,0,1,230328.15954053,213307.04438915
876,2023-06-28 17:15:00,2,17,15,28,6,2023,Early Afternoon,Summer,Depășire neregulamentară,Timp senin,Uscată,3,0,2,215929.02189222,108154.12624869
877,2023-06-12 17:00:00,0,17,0,12,6,2023,Early Afternoon,Summer,Abateri comise de pasager,Timp senin,Uscată,1,0,1,210482.30938666,184137.82945118
878,2023-06-29 13:47:00,3,13,47,29,6,2023,Afternoon,Summer,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Timp senin,Uscată,1,0,2,234936.85394285,207870.55760039
879,2023-06-23 09:00:00,4,9,0,23,6,2023,Late Morning,Summer,Neacordarea priorității altor autovehicule,Timp senin,Uscată,1,0,2,184688.31170408,238190.61700632
880,2023-06-27 08:40:00,1,8,40,27,6,2023,Morning,Summer,"Stare de oboseală avansată, adormire la volan",Timp senin,Uscată,0,1,1,199123.84609381,45423.26993465
881,2023-06-28 08:30:00,2,8,30,28,6,2023,Morning,Summer,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Timp senin,Uscată,1,0,1,229196.66167125,237399.89846628
882,2023-06-29 10:50:00,3,10,50,29,6,2023,Late Morning,Summer,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Timp senin,Uscată,1,0,1,234701.77098896,208403.46453094
883,2023-06-29 07:56:00,3,7,56,29,6,2023,Morning,Summer,Traversare neregulamentară a drumului de către pietoni,Timp senin,Uscată,1,0,1,242109.88935589,213916.25672406
884,2023-06-29 21:09:00,3,21,9,29,6,2023,Late Evening,Summer,Neacordarea priorității altor autovehicule,Timp senin,Uscată,2,0,2,232936.91747153,216668.98172687
885,2023-06-29 00:40:00,3,0,40,29,6,2023,Late Night,Summer,Nerespectarea distanței dintre vehicule,Timp senin,Uscată,1,0,4,234144.70731651,211059.55047115
886,2023-06-26 17:20:00,0,17,20,26,6,2023,Early Afternoon,Summer,"Stare de ebrietate alcoolică, adormire la volan",Timp senin,Uscată,1,0,1,258854.74015422,180422.09028364
887,2023-06-06 08:30:00,1,8,30,6,6,2023,Morning,Summer,Circulație pe stînga,Timp senin,Uscată,1,0,2,184885.6736725,218635.39813513
888,2023-06-29 09:40:00,3,9,40,29,6,2023,Late Morning,Summer,Neacordarea priorității altor autovehicule,Timp senin,Uscată,1,0,2,282826.24250836,180685.90693324
889,2023-06-30 14:10:00,4,14,10,30,6,2023,Afternoon,Summer,Nerespectarea distanței dintre vehicule,Timp senin,Uscată,1,0,2,231159.65252063,246912.07976184
890,2023-06-30 07:33:00,4,7,33,30,6,2023,Morning,Summer,Traversare neregulamentară a drumului de către pietoni,Timp senin,Uscată,1,0,1,156030.19594947,321796.0681825
891,2023-06-24 15:55:00,5,15,55,24,6,2023,Early Afternoon,Summer,Neacordarea priorității altor autovehicule,Timp senin,Uscată,2,0,2,155089.63976884,366626.81574805
892,2023-06-22 17:51:00,3,17,51,22,6,2023,Early Afternoon,Summer,Nerespectarea semnalelor semaforului,Timp senin,Uscată,1,0,1,161788.77344383,293993.55963475
893,2023-06-28 18:29:00,2,18,29,28,6,2023,Evening,Summer,Neacordarea priorității pietonilor,Timp senin,Uscată,1,0,1,164535.50533911,291579.18189373
894,2023-06-24 08:30:00,5,8,30,24,6,2023,Morning,Summer,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Timp senin,Uscată,1,0,1,178506.12664396,299850.56742708
895,2023-06-25 22:40:00,6,22,40,25,6,2023,Late Evening,Summer,"Stare de ebrietate alcoolică, adormire la volan",Timp senin,Uscată,1,0,1,201555.82901367,135542.45076673
896,2023-06-25 21:00:00,6,21,0,25,6,2023,Late Evening,Summer,Conducere imprudentă,Timp senin,Uscată,1,0,2,209437.58919399,266706.14148612
897,2023-06-14 11:08:00,2,11,8,14,6,2023,Late Morning,Summer,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Timp senin,Uscată,1,0,1,229848.89335193,183372.76744238
898,2023-06-13 12:20:00,1,12,20,13,6,2023,Afternoon,Summer,"Stare de ebrietate alcoolică, adormire la volan",Timp senin,Uscată,1,0,1,227436.58662715,174088.19670564
899,2023-06-03 06:59:00,5,6,59,3,6,2023,Morning,Summer,"Neasigurarea la schimbarea benzii sau direcției de mers, viraj incorect",Timp senin,Uscată,1,0,1,229227.11919153,199636.47653963
900,2023-06-02 11:50:00,4,11,50,2,6,2023,Late Morning,Summer,"Neasigurarea la schimbarea benzii sau direcției de mers, viraj incorect",Timp senin,Uscată,1,0,2,238787.47004332,180980.48562165
901,2023-06-30 21:40:00,4,21,40,30,6,2023,Late Evening,Summer,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Timp senin,Uscată,1,0,1,234038.97414221,189149.84576465
902,2023-07-01 11:55:00,5,11,55,1,7,2023,Late Morning,Summer,"Neasigurarea la schimbarea benzii sau direcției de mers, viraj incorect",Timp senin,Uscată,1,0,2,231070.83778658,210892.33677597
903,2023-07-01 12:36:00,5,12,36,1,7,2023,Afternoon,Summer,"Neasigurarea la schimbarea benzii sau direcției de mers, viraj incorect",Timp senin,Uscată,1,0,2,232884.95341343,216611.30553181
904,2023-07-01 13:24:00,5,13,24,1,7,2023,Afternoon,Summer,Neacordarea priorității altor autovehicule,Timp senin,Uscată,2,0,2,233918.4477708,212535.91310623
905,2023-07-01 07:20:00,5,7,20,1,7,2023,Morning,Summer,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Timp senin,Uscată,1,0,1,220912.06025753,84339.93016296
906,2023-07-01 00:20:00,5,0,20,1,7,2023,Late Night,Summer,"Stare de ebrietate alcoolică, adormire la volan",Timp senin,Uscată,1,0,1,218886.41025547,120942.9177003
907,2023-07-01 00:30:00,5,0,30,1,7,2023,Late Night,Summer,"Stare de ebrietate alcoolică, adormire la volan",Timp senin,Uscată,1,0,1,292434.49591433,145183.78366735
908,2023-07-02 04:08:00,6,4,8,2,7,2023,Early Morning,Summer,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Timp senin,Uscată,1,0,1,243694.11306725,198117.78628036
909,2023-07-02 13:33:00,6,13,33,2,7,2023,Afternoon,Summer,Neacordarea priorității pietonilor,Timp senin,Uscată,1,0,1,236794.04431021,210505.54488675
910,2023-07-02 23:17:00,6,23,17,2,7,2023,Late Evening,Summer,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Timp senin,Uscată,1,0,1,232211.32868054,209003.76988522
911,2023-07-02 21:59:00,6,21,59,2,7,2023,Late Evening,Summer,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Înnourat,Uscată,1,0,1,211101.39346045,225252.31334092
912,2023-07-02 20:00:00,6,20,0,2,7,2023,Evening,Summer,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Timp senin,Uscată,1,0,2,227514.37018516,191991.77766031
913,2023-07-02 23:12:00,6,23,12,2,7,2023,Late Evening,Summer,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Înnourat,Uscată,1,0,2,221081.72290216,205573.2165295
914,2023-07-02 02:20:00,6,2,20,2,7,2023,Late Night,Summer,"Stare de ebrietate alcoolică, adormire la volan",Timp senin,Uscată,3,0,1,195344.41604377,328737.16659904
915,2023-07-02 09:20:00,6,9,20,2,7,2023,Late Morning,Summer,Neacordarea priorității pietonilor,Timp senin,Uscată,1,0,1,192733.62346299,335737.79355931
916,2023-07-03 14:00:00,0,14,0,3,7,2023,Afternoon,Summer,Neacordarea priorității pietonilor,Timp senin,Uscată,1,0,1,237192.85085199,211283.94499513
917,2023-07-03 07:30:00,0,7,30,3,7,2023,Morning,Summer,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Timp senin,Uscată,2,0,2,247714.9993002,189698.31059816
918,2023-07-04 20:15:00,1,20,15,4,7,2023,Evening,Summer,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Timp senin,Uscată,3,0,3,227870.51588682,212228.09461713
919,2023-07-04 21:01:00,1,21,1,4,7,2023,Late Evening,Summer,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Timp senin,Uscată,2,0,1,236505.14376432,209479.11858773
920,2023-07-04 22:47:00,1,22,47,4,7,2023,Late Evening,Summer,Neacordarea priorității altor autovehicule,Timp senin,Uscată,1,0,2,232784.3861751,208772.50790288
921,2023-07-04 17:10:00,1,17,10,4,7,2023,Early Afternoon,Summer,Conducere imprudentă,Timp senin,Uscată,1,0,1,296699.91436529,154251.01097227
922,2023-07-05 12:33:00,2,12,33,5,7,2023,Afternoon,Summer,Neacordarea priorității pietonilor,Timp senin,Uscată,1,0,1,234921.65727103,204506.49852353
923,2023-07-05 17:25:00,2,17,25,5,7,2023,Early Afternoon,Summer,Nerespectarea distanței dintre vehicule,Timp senin,Uscată,1,0,2,233043.94242536,209571.91337245
924,2023-07-05 22:03:00,2,22,3,5,7,2023,Late Evening,Summer,"Stare de ebrietate alcoolică, adormire la volan",Timp senin,Umedă,2,1,2,243529.51672219,155332.1218063
925,2023-07-05 05:40:00,2,5,40,5,7,2023,Early Morning,Summer,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Timp senin,Umedă,0,1,1,98765.35264392,355565.38345306
926,2023-07-05 07:43:00,2,7,43,5,7,2023,Morning,Summer,Nerespectarea distanței dintre vehicule,Timp senin,Uscată,1,0,2,194103.06737017,272394.68618771
927,2023-07-06 06:20:00,3,6,20,6,7,2023,Morning,Summer,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Timp senin,Uscată,1,0,1,236615.66210552,177200.99273737
928,2023-07-07 09:07:00,4,9,7,7,7,2023,Late Morning,Summer,"Oprirea, staționarea incorectă",Timp senin,Uscată,1,0,1,234139.16210299,205142.9771409
929,2023-07-07 14:23:00,4,14,23,7,7,2023,Afternoon,Summer,Neacordarea priorității altor autovehicule,Timp senin,Uscată,1,0,2,241500.56935754,200437.92510045
930,2023-07-07 18:00:00,4,18,0,7,7,2023,Evening,Summer,"Neasigurarea la schimbarea benzii sau direcției de mers, viraj incorect",Timp senin,Uscată,2,0,3,232542.30684841,216281.57199161
931,2023-07-07 17:00:00,4,17,0,7,7,2023,Early Afternoon,Summer,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Timp senin,Uscată,1,0,1,233958.48728193,212304.1390785
932,2023-07-07 11:34:00,4,11,34,7,7,2023,Late Morning,Summer,Defecțiuni tehnice la mecanismul de direcție al autovehiculului,Timp senin,Uscată,1,0,1,224911.02570609,135281.75060306
933,2023-07-08 09:19:00,5,9,19,8,7,2023,Late Morning,Summer,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Ploaie,Umedă,2,4,2,229497.33735837,262546.42383986
934,2023-07-08 15:59:00,5,15,59,8,7,2023,Early Afternoon,Summer,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Ploaie,Umedă,1,0,2,229196.66167125,237399.89846628
935,2023-07-08 06:29:00,5,6,29,8,7,2023,Morning,Summer,"Neasigurarea la schimbarea benzii sau direcției de mers, viraj incorect",Înnourat,Umedă,1,0,2,241494.54648543,200445.78610139
936,2023-07-08 15:28:00,5,15,28,8,7,2023,Early Afternoon,Summer,"Neasigurarea la schimbarea benzii sau direcției de mers, viraj incorect",Ploaie,Umedă,2,0,2,233941.51027078,213686.05900859
937,2023-07-08 16:20:00,5,16,20,8,7,2023,Early Afternoon,Summer,Neacordarea priorității altor autovehicule,Ploaie,Umedă,1,0,2,232079.46686777,206021.85309914
938,2023-07-08 15:54:00,5,15,54,8,7,2023,Early Afternoon,Summer,"Neasigurarea la schimbarea benzii sau direcției de mers, viraj incorect",Ploaie,Umedă,1,0,2,232663.52185113,209311.78891922
939,2023-07-08 09:00:00,5,9,0,8,7,2023,Late Morning,Summer,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Înnourat,Umedă,1,0,1,148859.19119717,273126.81284488
940,2023-07-09 18:00:00,6,18,0,9,7,2023,Evening,Summer,Neacordarea priorității altor autovehicule,Timp senin,Uscată,1,0,2,230180.56499141,211628.07291196
941,2023-07-10 19:19:00,0,19,19,10,7,2023,Evening,Summer,"Neasigurarea la schimbarea benzii sau direcției de mers, viraj incorect",Timp senin,Uscată,1,0,2,227932.26328985,210093.59142099
942,2023-07-10 12:10:00,0,12,10,10,7,2023,Afternoon,Summer,Alte defecțiuni tehnice,Timp senin,Uscată,1,0,1,323455.59901129,143441.56841561
943,2023-07-10 18:20:00,0,18,20,10,7,2023,Evening,Summer,"Neasigurarea la schimbarea benzii sau direcției de mers, viraj incorect",Timp senin,Uscată,1,0,2,218281.42806944,261814.05331021
944,2023-07-10 12:48:00,0,12,48,10,7,2023,Afternoon,Summer,Abateri comise de pasager,Timp senin,Uscată,1,0,1,208026.17805898,220072.32826763
945,2023-07-11 00:50:00,1,0,50,11,7,2023,Late Night,Summer,"Viteză neadecvată vizibilității, condițiilor, situației rutiere",Timp senin,Uscată,1,2,1,227076.17807841,145672.55319175
946,2023-07-11 08:53:00,1,8,53,11,7,2023,Morning,Summer,Neacordarea priorității altor autovehicule,Timp senin,Uscată,1,0,3,230503.36418392,206411.82056126
947,2023-07-12 20:20:00,2,20,20,12,7,2023,Evening,Summer,"Stare de ebrietate alcoolică, adormire la volan",Timp senin,Uscată,1,0,2,107223.54047849,353472.88382363
948,2023-07-11 12:18:00,1,12,18,11,7,2023,Afternoon,Summer,"Neasigurarea la schimbarea benzii sau direcției de mers, viraj incorect",Timp senin,Uscată,1,0,2,234689.63187781,204693.75767348
949,2023-07-12 17:00:00,2,17,0,12,7,2023,Early Afternoon,Summer,Neacordarea priorității pietonilor,Timp senin,Uscată,1,0,1,227863.56083217,211410.39570312
950,2023-07-12 18:00:00,2,18,0,12,7,2023,Evening,Summer,Neacordarea priorității altor autovehicule,Timp senin,Uscată,2,0,2,237303.61198766,213330.05273925
951,2023-07-11 12:33:00,1,12,33,11,7,2023,Afternoon,Summer,Traversare neregulamentară a drumului de către pietoni,Timp senin,Uscată,1,0,1,234110.19437722,204828.49673612
